nohup: ignoring input
==========================================================================
Starting Foveal Sparsification Training Sweep across All Attention Configs
Target Model: tencent/Hy-MT2-1.8B (Uniform 32 Layers, 100% Dense LM Head)
Dataset:      Rexhaif/wmt22-24 (~100,000 train rows, 120 lean val, 2000 test)
Batch Size:   Micro-batch 4 * GradAccum 16 => GLOBAL BATCH SIZE 64
Optimizer:    HybridMuonAdamW
Log file:     experiments/llm_wmt22_24/logs/sweep_20260915_010632.log
==========================================================================

==========================================================================
>>> Running Configuration: 50.0%_Attn_25%_MLP
    Attention: 8/16 blocks per head (Chunk 8)
    SwiGLU:    48/192 blocks (Chunk 32)
    Report:    experiments/llm_wmt22_24/REPORT_attn8_mlp48.md
==========================================================================
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[transformers] Unrecognized keys in `rope_parameters` for 'rope_type'='dynamic': {'mscale', 'alpha', 'mscale_all_dim', 'beta_fast', 'beta_slow'}
[transformers] Unrecognized keys in `rope_parameters` for 'rope_type'='dynamic': {'mscale', 'alpha', 'mscale_all_dim', 'beta_fast', 'beta_slow'}
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Using device: cuda:0 (NVIDIA A10G)
Training Config: Micro-batch 4, Grad Accum 16 => GLOBAL BATCH SIZE 64
Total Steps: 3000 (~192,000 translation sequences processed)
Loading tokenizer for tencent/Hy-MT2-1.8B...
Loading Rexhaif/wmt22-24 dataset for 8 language pairs...
Splits generated (Zero Leakage):
  Train: 100,000 rows (Target ~100K)
  Val:   120 rows (Lean)
  Test:  2,000 rows (Comprehensive)
Loading base model tencent/Hy-MT2-1.8B in bfloat16...
Loading weights:   0%|          | 0/355 [00:00<?, ?it/s]Loading weights:   6%|▌         | 22/355 [00:00<00:01, 219.13it/s]Loading weights:  29%|██▉       | 104/355 [00:00<00:00, 565.21it/s]Loading weights:  54%|█████▍    | 193/355 [00:00<00:00, 710.52it/s]Loading weights:  80%|████████  | 285/355 [00:00<00:00, 789.70it/s]Loading weights: 100%|██████████| 355/355 [00:00<00:00, 734.34it/s]

--- Evaluating Dense Teacher Baseline BLEU (60 samples) ---

Evaluating SacreBLEU on 60 held-out translation test samples...
  0%|          | 0/60 [00:00<?, ?it/s][transformers] Ignoring clean_up_tokenization_spaces=True for BPE tokenizer TokenizersBackend. The clean_up_tokenization post-processing step is designed for WordPiece tokenizers and is destructive for BPE (it strips spaces before punctuation). Set clean_up_tokenization_spaces=False to suppress this warning, or set clean_up_tokenization_spaces_for_bpe_even_though_it_will_corrupt_output=True to force cleanup anyway.
  2%|▏         | 1/60 [00:01<01:40,  1.71s/it]  3%|▎         | 2/60 [00:02<01:00,  1.05s/it]  5%|▌         | 3/60 [00:03<01:12,  1.27s/it]  7%|▋         | 4/60 [00:04<01:07,  1.20s/it]  8%|▊         | 5/60 [00:07<01:30,  1.64s/it] 10%|█         | 6/60 [00:08<01:10,  1.31s/it] 12%|█▏        | 7/60 [00:08<00:59,  1.12s/it] 13%|█▎        | 8/60 [00:09<00:47,  1.09it/s] 15%|█▌        | 9/60 [00:10<00:46,  1.09it/s] 17%|█▋        | 10/60 [00:11<00:55,  1.10s/it] 18%|█▊        | 11/60 [00:12<00:55,  1.13s/it] 20%|██        | 12/60 [00:15<01:12,  1.52s/it] 22%|██▏       | 13/60 [00:15<00:55,  1.19s/it] 23%|██▎       | 14/60 [00:18<01:10,  1.54s/it] 25%|██▌       | 15/60 [00:20<01:20,  1.79s/it] 27%|██▋       | 16/60 [00:21<01:03,  1.43s/it] 28%|██▊       | 17/60 [00:22<01:04,  1.50s/it] 30%|███       | 18/60 [00:25<01:14,  1.77s/it] 32%|███▏      | 19/60 [00:25<00:57,  1.40s/it] 33%|███▎      | 20/60 [00:28<01:08,  1.70s/it] 35%|███▌      | 21/60 [00:28<00:54,  1.39s/it] 37%|███▋      | 22/60 [00:30<00:53,  1.40s/it] 38%|███▊      | 23/60 [00:31<00:56,  1.53s/it] 40%|████      | 24/60 [00:32<00:47,  1.32s/it] 42%|████▏     | 25/60 [00:33<00:39,  1.14s/it] 43%|████▎     | 26/60 [00:34<00:40,  1.20s/it] 45%|████▌     | 27/60 [00:35<00:34,  1.04s/it] 47%|████▋     | 28/60 [00:37<00:38,  1.19s/it] 48%|████▊     | 29/60 [00:39<00:47,  1.55s/it] 50%|█████     | 30/60 [00:40<00:42,  1.40s/it] 52%|█████▏    | 31/60 [00:41<00:39,  1.37s/it] 53%|█████▎    | 32/60 [00:43<00:37,  1.33s/it] 55%|█████▌    | 33/60 [00:43<00:28,  1.04s/it] 57%|█████▋    | 34/60 [00:45<00:37,  1.45s/it] 58%|█████▊    | 35/60 [00:47<00:36,  1.46s/it] 60%|██████    | 36/60 [00:48<00:34,  1.44s/it] 62%|██████▏   | 37/60 [00:49<00:27,  1.20s/it] 63%|██████▎   | 38/60 [00:50<00:24,  1.09s/it] 65%|██████▌   | 39/60 [00:50<00:19,  1.09it/s] 67%|██████▋   | 40/60 [00:52<00:24,  1.24s/it] 68%|██████▊   | 41/60 [00:52<00:18,  1.03it/s] 70%|███████   | 42/60 [00:53<00:16,  1.08it/s] 72%|███████▏  | 43/60 [00:56<00:25,  1.51s/it] 73%|███████▎  | 44/60 [00:57<00:19,  1.20s/it] 75%|███████▌  | 45/60 [00:57<00:14,  1.02it/s] 77%|███████▋  | 46/60 [00:58<00:14,  1.04s/it] 78%|███████▊  | 47/60 [01:00<00:17,  1.37s/it] 80%|████████  | 48/60 [01:01<00:13,  1.17s/it] 82%|████████▏ | 49/60 [01:02<00:12,  1.10s/it] 83%|████████▎ | 50/60 [01:04<00:14,  1.48s/it] 85%|████████▌ | 51/60 [01:05<00:11,  1.27s/it] 87%|████████▋ | 52/60 [01:07<00:12,  1.53s/it] 88%|████████▊ | 53/60 [01:08<00:09,  1.30s/it] 90%|█████████ | 54/60 [01:09<00:06,  1.05s/it] 92%|█████████▏| 55/60 [01:10<00:06,  1.30s/it] 93%|█████████▎| 56/60 [01:11<00:04,  1.05s/it] 95%|█████████▌| 57/60 [01:13<00:04,  1.46s/it] 97%|█████████▋| 58/60 [01:15<00:02,  1.43s/it] 98%|█████████▊| 59/60 [01:15<00:01,  1.22s/it]100%|██████████| 60/60 [01:16<00:00,  1.02it/s]100%|██████████| 60/60 [01:16<00:00,  1.27s/it]
  BLEU (de-en): 30.94
  BLEU (en-ru): 22.38
  BLEU (en-ja): 18.45
  BLEU (en-zh): 36.01
  BLEU (zh-en): 15.50
  BLEU (en-es): 10.14
  BLEU (ja-en): 11.64
  BLEU (en-de): 27.77
  Overall Corpus BLEU: 20.86


--- Initializing Uniform Foveal Sparsification on ALL 32 Layers ---
MLP (Chunk 32): 48/192 active blocks (25.0% compute)
Attn (Chunk 8): 8/16 active blocks per head (50.0% compute)
LM Head: 100% Dense and Untouched

--- Running Offline SVD & Ridge Regression on Dense Teacher Activations ---
Passing 16 calibration batches through pure dense model...
  0%|          | 0/16 [00:00<?, ?it/s]  6%|▋         | 1/16 [00:00<00:02,  5.23it/s] 12%|█▎        | 2/16 [00:00<00:02,  5.73it/s] 19%|█▉        | 3/16 [00:00<00:01,  6.53it/s] 31%|███▏      | 5/16 [00:00<00:01,  7.89it/s] 44%|████▍     | 7/16 [00:00<00:01,  8.83it/s] 50%|█████     | 8/16 [00:01<00:00,  8.49it/s] 56%|█████▋    | 9/16 [00:01<00:00,  8.77it/s] 62%|██████▎   | 10/16 [00:01<00:00,  7.67it/s] 69%|██████▉   | 11/16 [00:01<00:00,  8.04it/s] 75%|███████▌  | 12/16 [00:01<00:00,  7.88it/s] 81%|████████▏ | 13/16 [00:01<00:00,  7.73it/s] 88%|████████▊ | 14/16 [00:01<00:00,  7.89it/s] 94%|█████████▍| 15/16 [00:01<00:00,  7.91it/s]100%|██████████| 16/16 [00:02<00:00,  7.97it/s]
Replacing layers and solving closed-form Ridge Regression for routers...
  0%|          | 0/32 [00:00<?, ?it/s]  3%|▎         | 1/32 [00:01<00:51,  1.67s/it]  6%|▋         | 2/32 [00:03<00:50,  1.70s/it]  9%|▉         | 3/32 [00:05<00:49,  1.70s/it] 12%|█▎        | 4/32 [00:06<00:48,  1.72s/it] 16%|█▌        | 5/32 [00:08<00:45,  1.70s/it] 19%|█▉        | 6/32 [00:10<00:43,  1.68s/it] 22%|██▏       | 7/32 [00:11<00:41,  1.67s/it] 25%|██▌       | 8/32 [00:13<00:39,  1.66s/it] 28%|██▊       | 9/32 [00:15<00:38,  1.66s/it] 31%|███▏      | 10/32 [00:16<00:36,  1.66s/it] 34%|███▍      | 11/32 [00:18<00:34,  1.66s/it] 38%|███▊      | 12/32 [00:20<00:33,  1.67s/it] 41%|████      | 13/32 [00:21<00:31,  1.66s/it] 44%|████▍     | 14/32 [00:23<00:29,  1.66s/it] 47%|████▋     | 15/32 [00:25<00:28,  1.66s/it] 50%|█████     | 16/32 [00:26<00:26,  1.66s/it] 53%|█████▎    | 17/32 [00:28<00:25,  1.72s/it] 56%|█████▋    | 18/32 [00:30<00:24,  1.73s/it] 59%|█████▉    | 19/32 [00:31<00:22,  1.71s/it] 62%|██████▎   | 20/32 [00:33<00:20,  1.69s/it] 66%|██████▌   | 21/32 [00:35<00:18,  1.69s/it] 69%|██████▉   | 22/32 [00:37<00:17,  1.71s/it] 72%|███████▏  | 23/32 [00:38<00:15,  1.69s/it] 75%|███████▌  | 24/32 [00:40<00:13,  1.68s/it] 78%|███████▊  | 25/32 [00:42<00:11,  1.67s/it] 81%|████████▏ | 26/32 [00:43<00:09,  1.66s/it] 84%|████████▍ | 27/32 [00:45<00:08,  1.66s/it] 88%|████████▊ | 28/32 [00:46<00:06,  1.66s/it] 91%|█████████ | 29/32 [00:48<00:04,  1.66s/it] 94%|█████████▍| 30/32 [00:50<00:03,  1.66s/it] 97%|█████████▋| 31/32 [00:51<00:01,  1.66s/it]100%|██████████| 32/32 [00:53<00:00,  1.66s/it]100%|██████████| 32/32 [00:53<00:00,  1.68s/it]
Zero cold-start calibration complete!

Setting up HybridMuonAdamW Optimizer...
Trainable parameters: 1548.07 M (86.22% of model)

--- Starting Adaptation (3000 steps, Grad Accum: 16) ---
Step   25/3000 | Task Loss: 12.3104 | Router Reg: 0.0149 | Tok/s: 1816.7
Step   50/3000 | Task Loss: 11.5276 | Router Reg: 0.0402 | Tok/s: 1781.5
Step   75/3000 | Task Loss: 10.8611 | Router Reg: 0.1381 | Tok/s: 1847.6
Step  100/3000 | Task Loss: 10.5098 | Router Reg: 0.1690 | Tok/s: 1834.4
Step  125/3000 | Task Loss: 11.6007 | Router Reg: 0.0448 | Tok/s: 1860.5
Step  150/3000 | Task Loss: 9.6784 | Router Reg: 0.0803 | Tok/s: 1843.7
Step  175/3000 | Task Loss: 9.4277 | Router Reg: 0.1094 | Tok/s: 1854.7
Step  200/3000 | Task Loss: 9.1208 | Router Reg: 0.0963 | Tok/s: 1847.9
Step  225/3000 | Task Loss: 8.7204 | Router Reg: 0.1265 | Tok/s: 1847.4
Step  250/3000 | Task Loss: 8.6824 | Router Reg: 0.1568 | Tok/s: 1854.5

[Validation Step 250] Val Loss: 8.6922 | Val Perplexity: 5956.54

Step  275/3000 | Task Loss: 8.3274 | Router Reg: 0.1918 | Tok/s: 1808.3
Step  300/3000 | Task Loss: 10.1789 | Router Reg: 0.1978 | Tok/s: 1817.5
Step  325/3000 | Task Loss: 10.3408 | Router Reg: 0.2320 | Tok/s: 1814.1
Step  350/3000 | Task Loss: 12.2264 | Router Reg: 0.2153 | Tok/s: 1815.3
Step  375/3000 | Task Loss: 9.9749 | Router Reg: 0.0956 | Tok/s: 1808.8
Step  400/3000 | Task Loss: 8.7565 | Router Reg: 0.0830 | Tok/s: 1810.2
Step  425/3000 | Task Loss: 8.4037 | Router Reg: 0.0883 | Tok/s: 1810.9
Step  450/3000 | Task Loss: 8.3786 | Router Reg: 0.0483 | Tok/s: 1809.0
Step  475/3000 | Task Loss: 8.1952 | Router Reg: 0.0951 | Tok/s: 1812.3
Step  500/3000 | Task Loss: 8.3916 | Router Reg: 0.1041 | Tok/s: 1809.5

[Validation Step 500] Val Loss: 8.8512 | Val Perplexity: 6982.58

Step  525/3000 | Task Loss: 8.6408 | Router Reg: 0.0880 | Tok/s: 1791.7
Step  550/3000 | Task Loss: 8.0807 | Router Reg: 0.0793 | Tok/s: 1788.7
Step  575/3000 | Task Loss: 7.9363 | Router Reg: 0.1119 | Tok/s: 1794.5
Step  600/3000 | Task Loss: 7.6141 | Router Reg: 0.0843 | Tok/s: 1790.5
Step  625/3000 | Task Loss: 7.5403 | Router Reg: 0.1106 | Tok/s: 1792.0
Step  650/3000 | Task Loss: 7.7449 | Router Reg: 0.0896 | Tok/s: 1794.5
Step  675/3000 | Task Loss: 7.7150 | Router Reg: 0.1135 | Tok/s: 1791.1
Step  700/3000 | Task Loss: 7.3983 | Router Reg: 0.0951 | Tok/s: 1793.0
Step  725/3000 | Task Loss: 7.4371 | Router Reg: 0.0927 | Tok/s: 1790.8
Step  750/3000 | Task Loss: 7.3503 | Router Reg: 0.0836 | Tok/s: 1796.7

[Validation Step 750] Val Loss: 7.7153 | Val Perplexity: 2242.31

Step  775/3000 | Task Loss: 7.3366 | Router Reg: 0.0997 | Tok/s: 1781.1
Step  800/3000 | Task Loss: 7.2907 | Router Reg: 0.0959 | Tok/s: 1781.7
Step  825/3000 | Task Loss: 7.3711 | Router Reg: 0.0796 | Tok/s: 1785.1
Step  850/3000 | Task Loss: 7.2362 | Router Reg: 0.0987 | Tok/s: 1782.0
Step  875/3000 | Task Loss: 6.9186 | Router Reg: 0.0878 | Tok/s: 1787.5
Step  900/3000 | Task Loss: 7.0353 | Router Reg: 0.0836 | Tok/s: 1786.2
Step  925/3000 | Task Loss: 7.0002 | Router Reg: 0.0792 | Tok/s: 1789.9
Step  950/3000 | Task Loss: 7.0338 | Router Reg: 0.0863 | Tok/s: 1790.6
Step  975/3000 | Task Loss: 7.2213 | Router Reg: 0.0891 | Tok/s: 1795.8
Step 1000/3000 | Task Loss: 6.8755 | Router Reg: 0.0955 | Tok/s: 1796.5

[Validation Step 1000] Val Loss: 7.4305 | Val Perplexity: 1686.67

Step 1025/3000 | Task Loss: 7.4216 | Router Reg: 0.0942 | Tok/s: 1787.0
Step 1050/3000 | Task Loss: 7.0348 | Router Reg: 0.0830 | Tok/s: 1788.1
Step 1075/3000 | Task Loss: 7.0173 | Router Reg: 0.0845 | Tok/s: 1784.6
Step 1100/3000 | Task Loss: 7.1859 | Router Reg: 0.0944 | Tok/s: 1788.2
Step 1125/3000 | Task Loss: 7.3377 | Router Reg: 0.1027 | Tok/s: 1790.0
Step 1150/3000 | Task Loss: 7.3432 | Router Reg: 0.0880 | Tok/s: 1793.0
Step 1175/3000 | Task Loss: 6.8557 | Router Reg: 0.0942 | Tok/s: 1793.0
Step 1200/3000 | Task Loss: 6.9777 | Router Reg: 0.1055 | Tok/s: 1792.7
Step 1225/3000 | Task Loss: 7.1470 | Router Reg: 0.1115 | Tok/s: 1795.5
Step 1250/3000 | Task Loss: 7.1463 | Router Reg: 0.1056 | Tok/s: 1797.1

[Validation Step 1250] Val Loss: 7.6404 | Val Perplexity: 2080.62

Step 1275/3000 | Task Loss: 7.1486 | Router Reg: 0.1002 | Tok/s: 1791.1
Step 1300/3000 | Task Loss: 7.2363 | Router Reg: 0.0977 | Tok/s: 1789.4
Step 1325/3000 | Task Loss: 6.8664 | Router Reg: 0.0988 | Tok/s: 1791.4
Step 1350/3000 | Task Loss: 7.1174 | Router Reg: 0.0973 | Tok/s: 1789.5
Step 1375/3000 | Task Loss: 7.1485 | Router Reg: 0.1020 | Tok/s: 1791.7
Step 1400/3000 | Task Loss: 7.3352 | Router Reg: 0.1139 | Tok/s: 1792.7
Step 1425/3000 | Task Loss: 7.0745 | Router Reg: 0.1135 | Tok/s: 1791.4
Step 1450/3000 | Task Loss: 7.0254 | Router Reg: 0.1171 | Tok/s: 1792.8
Step 1475/3000 | Task Loss: 7.1980 | Router Reg: 0.1219 | Tok/s: 1792.6
Step 1500/3000 | Task Loss: 7.1368 | Router Reg: 0.1226 | Tok/s: 1793.9

[Validation Step 1500] Val Loss: 7.5104 | Val Perplexity: 1826.90

Step 1525/3000 | Task Loss: 7.0816 | Router Reg: 0.1202 | Tok/s: 1787.5
Step 1550/3000 | Task Loss: 6.8904 | Router Reg: 0.1145 | Tok/s: 1790.9
Step 1575/3000 | Task Loss: 7.1451 | Router Reg: 0.0943 | Tok/s: 1788.6
Step 1600/3000 | Task Loss: 6.8315 | Router Reg: 0.1254 | Tok/s: 1790.5
Step 1625/3000 | Task Loss: 6.9127 | Router Reg: 0.1207 | Tok/s: 1790.2
Step 1650/3000 | Task Loss: 7.1322 | Router Reg: 0.1108 | Tok/s: 1789.1
Step 1675/3000 | Task Loss: 6.9406 | Router Reg: 0.0934 | Tok/s: 1789.0
Step 1700/3000 | Task Loss: 7.0541 | Router Reg: 0.1131 | Tok/s: 1789.4
Step 1725/3000 | Task Loss: 7.2978 | Router Reg: 0.1238 | Tok/s: 1791.0
Step 1750/3000 | Task Loss: 7.4082 | Router Reg: 0.1265 | Tok/s: 1791.8

[Validation Step 1750] Val Loss: 7.5520 | Val Perplexity: 1904.57

Step 1775/3000 | Task Loss: 7.4374 | Router Reg: 0.1271 | Tok/s: 1787.5
Step 1800/3000 | Task Loss: 7.2899 | Router Reg: 0.1266 | Tok/s: 1787.9
Step 1825/3000 | Task Loss: 7.2409 | Router Reg: 0.1263 | Tok/s: 1786.5
Step 1850/3000 | Task Loss: 7.1967 | Router Reg: 0.1295 | Tok/s: 1787.7
Step 1875/3000 | Task Loss: 7.3469 | Router Reg: 0.1323 | Tok/s: 1788.0
Step 1900/3000 | Task Loss: 6.9911 | Router Reg: 0.1379 | Tok/s: 1789.7
Step 1925/3000 | Task Loss: 7.1413 | Router Reg: 0.1384 | Tok/s: 1789.2
Step 1950/3000 | Task Loss: 7.0462 | Router Reg: 0.1383 | Tok/s: 1789.8
Step 1975/3000 | Task Loss: 7.0174 | Router Reg: 0.1383 | Tok/s: 1788.5
Step 2000/3000 | Task Loss: 6.8344 | Router Reg: 0.1420 | Tok/s: 1788.7

[Validation Step 2000] Val Loss: 7.4028 | Val Perplexity: 1640.56

Step 2025/3000 | Task Loss: 7.0990 | Router Reg: 0.1323 | Tok/s: 1785.3
Step 2050/3000 | Task Loss: 7.0224 | Router Reg: 0.1297 | Tok/s: 1785.2
Step 2075/3000 | Task Loss: 6.9304 | Router Reg: 0.1362 | Tok/s: 1787.5
Step 2100/3000 | Task Loss: 7.0679 | Router Reg: 0.1299 | Tok/s: 1789.1
Step 2125/3000 | Task Loss: 7.0317 | Router Reg: 0.1364 | Tok/s: 1789.4
Step 2150/3000 | Task Loss: 7.0281 | Router Reg: 0.1400 | Tok/s: 1790.1
Step 2175/3000 | Task Loss: 7.0401 | Router Reg: 0.1363 | Tok/s: 1789.6
Step 2200/3000 | Task Loss: 6.9250 | Router Reg: 0.1371 | Tok/s: 1789.5
Step 2225/3000 | Task Loss: 7.0103 | Router Reg: 0.1357 | Tok/s: 1788.8
Step 2250/3000 | Task Loss: 6.9793 | Router Reg: 0.1442 | Tok/s: 1789.0

[Validation Step 2250] Val Loss: 7.4465 | Val Perplexity: 1713.81

Step 2275/3000 | Task Loss: 7.0527 | Router Reg: 0.1446 | Tok/s: 1785.2
Step 2300/3000 | Task Loss: 7.4396 | Router Reg: 0.1465 | Tok/s: 1786.6
Step 2325/3000 | Task Loss: 6.9868 | Router Reg: 0.1370 | Tok/s: 1786.1
Step 2350/3000 | Task Loss: 7.0332 | Router Reg: 0.1399 | Tok/s: 1787.8
Step 2375/3000 | Task Loss: 7.0546 | Router Reg: 0.1346 | Tok/s: 1787.7
Step 2400/3000 | Task Loss: 6.8169 | Router Reg: 0.1430 | Tok/s: 1787.3
Step 2425/3000 | Task Loss: 6.6965 | Router Reg: 0.1429 | Tok/s: 1788.3
Step 2450/3000 | Task Loss: 6.9243 | Router Reg: 0.1407 | Tok/s: 1787.8
Step 2475/3000 | Task Loss: 6.9445 | Router Reg: 0.1470 | Tok/s: 1787.5
Step 2500/3000 | Task Loss: 8.0510 | Router Reg: 0.1634 | Tok/s: 1787.5

[Validation Step 2500] Val Loss: 7.5799 | Val Perplexity: 1958.36

Step 2525/3000 | Task Loss: 7.2014 | Router Reg: 0.1553 | Tok/s: 1784.8
